time,tavg,tmin,tmax,prcp,snow,wspd,wpgt,pres,tsun,wdir
2015-01-01,3.9,2.3,6.0,0.0,0.0,16.9,36.4,1031.3,288.0,253.0
2015-01-02,5.4,3.0,8.2,1.2,0.0,24.8,59.8,1019.3,24.0,237.0
2015-01-03,4.8,3.4,5.9,0.3,0.0,26.6,64.8,1017.6,0.0,258.0
2015-01-04,3.6,1.6,5.0,0.8,0.0,28.1,61.9,1022.2,102.0,295.0
2015-01-05,3.4,2.1,4.0,2.5,0.0,20.5,50.0,1027.3,0.0,295.0
2015-01-06,1.0,-0.6,3.5,0.0,0.0,13.0,41.0,1027.3,0.0,131.0
2015-01-07,2.2,-0.8,5.8,0.4,0.0,11.9,30.6,1025.0,18.0,216.0
2015-01-08,3.6,0.7,6.9,9.6,0.0,17.3,63.0,1020.3,0.0,212.0
2015-01-09,6.4,5.1,9.4,14.9,0.0,29.5,85.0,1011.4,0.0,259.0
2015-01-10,8.8,5.1,12.9,3.0,0.0,28.1,100.4,1002.2,0.0,257.0
2015-01-11,3.7,1.9,5.1,7.2,0.0,30.2,64.1,1007.7,12.0,264.0
2015-01-12,5.8,3.7,7.7,3.1,0.0,22.7,50.0,1012.6,0.0,238.0
2015-01-13,10.0,7.7,12.4,3.1,0.0,22.3,51.8,1007.3,210.0,217.0
2015-01-14,6.3,3.8,8.0,0.3,0.0,16.9,56.9,1008.3,138.0,228.0
2015-01-15,5.1,0.8,10.0,2.4,0.0,16.9,41.4,1008.0,0.0,188.0
2015-01-16,7.9,5.3,10.0,4.6,0.0,11.9,32.8,1006.9,42.0,201.0
2015-01-17,3.7,-1.1,5.5,0.0,0.0,9.4,32.8,1012.8,42.0,253.0
2015-01-18,0.4,-2.3,4.0,0.0,0.0,7.6,27.0,1017.3,360.0,176.0
2015-01-19,-0.4,-3.7,1.4,0.0,0.0,9.4,23.0,1015.2,0.0,125.0
2015-01-20,1.0,0.6,1.9,1.9,0.0,8.6,20.5,1012.4,0.0,134.0
2015-01-21,0.8,-1.3,1.6,0.1,0.0,10.1,20.9,1016.5,0.0,329.0
2015-01-22,-0.3,-2.1,0.7,0.1,0.0,15.8,32.4,1019.6,0.0,51.0
2015-01-23,0.3,-0.3,1.3,0.0,0.0,11.9,27.7,1024.8,0.0,16.0
2015-01-24,-0.1,-1.3,1.0,0.0,0.0,10.4,26.6,1021.1,0.0,195.0
2015-01-25,1.2,0.5,1.7,0.0,0.0,14.4,30.2,1024.9,0.0,287.0
2015-01-26,2.4,0.8,4.7,5.3,0.0,13.0,34.6,1019.8,0.0,194.0
2015-01-27,3.5,0.4,4.6,0.4,0.0,21.2,44.6,1013.6,0.0,288.0
2015-01-28,3.3,0.5,5.6,5.3,0.0,18.4,51.8,1007.2,18.0,223.0
2015-01-29,2.3,0.3,4.0,4.5,0.0,18.7,50.8,988.1,180.0,207.0
2015-01-30,1.0,0.2,2.1,5.0,30.0,13.0,35.3,974.7,0.0,183.0
2015-01-31,0.5,-0.5,1.2,1.7,60.0,15.8,73.8,980.2,66.0,256.0
2015-02-01,1.1,-0.8,3.7,0.3,50.0,12.2,29.2,989.2,216.0,232.0
2015-02-02,1.1,-0.5,2.7,0.7,40.0,14.0,35.3,995.4,36.0,241.0
2015-02-03,0.2,-1.5,1.5,0.8,40.0,12.2,31.0,1000.9,0.0,281.0
2015-02-04,-0.9,-2.0,0.0,0.3,80.0,12.6,28.1,1012.3,0.0,299.0
2015-02-05,-1.2,-3.3,1.4,0.0,70.0,10.4,26.6,1024.6,366.0,58.0
2015-02-06,-3.4,-5.0,-2.0,0.0,60.0,11.5,27.4,1031.5,12.0,72.0
2015-02-07,-0.9,-5.6,3.7,0.0,50.0,17.6,50.4,1025.0,0.0,264.0
2015-02-08,1.8,-0.3,3.7,1.5,30.0,28.8,61.9,1020.2,384.0,318.0
2015-02-09,4.2,0.2,5.8,0.3,20.0,20.9,48.6,1019.8,0.0,285.0
2015-02-10,5.3,4.9,5.9,0.0,0.0,15.8,33.8,1026.6,0.0,292.0
2015-02-11,5.1,3.2,5.9,0.0,0.0,8.6,23.4,1028.1,0.0,279.0
2015-02-12,1.1,-2.7,4.1,0.0,0.0,7.6,22.7,1024.4,162.0,155.0
2015-02-13,1.2,-2.8,6.6,0.0,0.0,9.4,22.0,1020.0,288.0,178.0
2015-02-14,1.1,-2.9,6.7,0.0,0.0,9.4,22.3,1015.3,516.0,119.0
2015-02-15,2.4,-2.0,8.0,0.0,0.0,16.2,34.9,1019.6,492.0,80.0
2015-02-16,0.5,-1.6,2.6,0.0,0.0,21.2,44.3,1025.7,54.0,108.0
2015-02-17,1.3,-2.7,6.6,0.0,0.0,12.2,28.1,1031.7,486.0,160.0
2015-02-18,3.5,1.2,8.1,0.0,0.0,11.9,25.2,1038.6,354.0,255.0
2015-02-19,2.8,-0.4,7.7,0.0,0.0,10.8,26.6,1028.3,486.0,208.0
2015-02-20,3.5,-2.7,10.1,0.0,0.0,12.6,40.7,1014.1,312.0,196.0
2015-02-21,5.9,1.6,11.3,0.0,0.0,15.8,49.0,999.4,282.0,201.0
2015-02-22,2.1,-0.7,5.0,0.0,0.0,9.0,25.9,1008.9,0.0,229.0
2015-02-23,2.0,-1.1,5.3,2.5,0.0,14.4,46.4,1001.1,6.0,180.0
2015-02-24,4.0,0.5,7.7,0.0,0.0,11.9,36.4,1006.4,324.0,204.0
2015-02-25,3.2,-1.2,8.3,0.0,0.0,6.5,26.6,1018.3,234.0,207.0
2015-02-26,3.2,-2.9,9.6,0.0,0.0,7.6,25.9,1021.2,570.0,148.0
2015-02-27,4.3,-1.3,10.8,0.3,0.0,9.0,23.8,1014.0,570.0,164.0
2015-02-28,4.1,0.1,7.5,0.0,0.0,14.0,33.8,1018.5,420.0,262.0
2015-03-01,3.8,-0.3,7.9,5.2,0.0,14.8,48.6,1005.6,42.0,187.0
2015-03-02,5.4,1.1,8.1,4.5,0.0,20.2,59.8,1000.8,192.0,232.0
2015-03-03,4.7,1.6,8.1,1.7,0.0,21.2,56.9,1013.6,300.0,249.0
2015-03-04,3.6,1.0,6.4,3.0,0.0,17.6,52.6,1019.7,210.0,252.0
2015-03-05,3.9,2.0,6.7,1.0,0.0,16.2,38.2,1031.3,120.0,294.0
2015-03-06,4.7,0.6,7.9,0.0,0.0,10.1,32.0,1034.2,0.0,239.0
2015-03-07,7.9,3.5,12.4,0.0,0.0,13.0,37.1,1031.3,414.0,207.0
2015-03-08,11.2,5.4,16.8,0.0,0.0,10.8,31.0,1025.2,510.0,188.0
2015-03-09,9.4,5.3,13.6,0.0,0.0,10.4,29.5,1026.2,456.0,296.0
2015-03-10,7.0,2.5,13.4,0.8,0.0,11.9,34.9,1025.4,234.0,242.0
2015-03-11,4.8,2.1,7.6,0.0,0.0,17.3,36.4,1027.5,6.0,308.0
2015-03-12,3.0,-0.1,4.7,0.0,0.0,13.7,30.6,1032.3,12.0,17.0
2015-03-13,2.6,-2.2,6.4,0.3,0.0,10.8,25.2,1028.6,72.0,29.0
2015-03-14,4.4,2.8,6.0,1.2,0.0,14.4,30.6,1028.6,0.0,44.0
2015-03-15,6.0,4.0,7.9,0.0,0.0,19.1,35.6,1031.7,0.0,84.0
2015-03-16,8.3,3.8,11.9,0.0,0.0,22.7,46.4,1031.5,420.0,92.0
2015-03-17,11.3,6.0,17.0,0.0,0.0,18.7,40.7,1030.1,588.0,112.0
2015-03-18,8.7,3.3,14.4,0.0,0.0,17.3,39.2,1028.8,666.0,106.0
2015-03-19,6.7,1.4,12.7,0.0,0.0,10.8,28.1,1028.3,654.0,94.0
2015-03-20,6.7,-0.9,13.3,0.0,0.0,6.5,24.5,1023.3,594.0,208.0
2015-03-21,3.4,0.7,5.6,4.1,0.0,12.6,51.1,1016.5,0.0,287.0
2015-03-22,1.3,-1.9,4.7,0.0,0.0,16.6,49.0,1027.4,684.0,71.0
2015-03-23,5.4,-0.9,12.2,0.0,0.0,9.0,31.7,1017.6,642.0,183.0
2015-03-24,8.3,3.1,13.8,0.0,0.0,6.8,25.2,1009.4,294.0,171.0
2015-03-25,9.4,1.4,16.0,0.0,0.0,10.1,30.6,1008.3,570.0,108.0
2015-03-26,8.2,6.1,11.2,1.4,0.0,11.5,34.6,1006.5,0.0,258.0
2015-03-27,7.3,5.8,11.1,4.1,0.0,12.2,46.8,1012.8,138.0,231.0
2015-03-28,7.1,5.9,9.6,0.8,0.0,14.4,30.2,1018.0,108.0,249.0
2015-03-29,9.5,5.9,13.2,6.5,0.0,17.6,81.7,998.3,0.0,204.0
2015-03-30,6.4,4.0,8.6,5.3,0.0,34.2,81.7,994.7,72.0,269.0
2015-03-31,5.9,0.5,11.6,5.2,0.0,32.0,93.2,991.9,84.0,242.0
2015-04-01,4.6,2.3,8.4,4.8,0.0,31.0,106.2,1005.5,162.0,281.0
2015-04-02,3.3,0.8,7.7,3.1,0.0,23.4,73.1,1007.8,246.0,278.0
2015-04-03,4.9,1.6,9.7,0.0,0.0,19.1,49.3,1017.0,252.0,287.0
2015-04-04,4.4,0.1,10.4,0.2,0.0,11.9,65.5,1016.6,534.0,325.0
2015-04-05,4.8,-1.1,10.3,0.0,0.0,11.9,34.6,1022.6,558.0,332.0
2015-04-06,5.4,1.4,9.2,0.0,0.0,16.6,43.9,1028.4,426.0,1.0
2015-04-07,7.1,-0.5,12.7,0.0,0.0,16.9,50.0,1032.6,468.0,290.0
2015-04-08,8.2,5.7,10.4,0.0,0.0,15.5,40.3,1031.0,0.0,313.0
2015-04-09,10.0,2.9,16.4,0.0,0.0,6.5,28.4,1029.5,462.0,167.0
2015-04-10,13.3,4.5,20.5,0.0,0.0,5.4,20.2,1022.7,708.0,151.0
2015-04-11,15.2,8.5,22.6,0.8,0.0,15.5,63.0,1017.8,546.0,198.0
2015-04-12,10.3,6.0,15.2,0.0,0.0,16.9,52.9,1026.8,486.0,248.0
2015-04-13,9.5,4.7,12.9,0.0,0.0,27.4,73.1,1025.1,312.0,276.0
2015-04-14,10.2,2.6,15.1,0.0,0.0,13.7,41.4,1024.4,324.0,260.0
2015-04-15,16.4,10.4,23.1,0.0,0.0,20.5,49.3,1014.4,594.0,264.0
2015-04-16,10.5,5.5,14.4,0.0,0.0,20.9,43.2,1013.8,678.0,305.0
2015-04-17,7.3,3.9,11.9,0.0,0.0,17.6,54.4,1016.0,246.0,313.0
2015-04-18,6.5,1.0,12.0,0.0,0.0,13.7,36.0,1024.2,474.0,347.0
2015-04-19,9.3,2.0,15.3,0.0,0.0,7.9,28.8,1023.2,570.0,308.0
2015-04-20,11.2,4.3,18.1,0.0,0.0,16.6,41.8,1024.7,738.0,343.0
2015-04-21,13.8,6.2,21.3,0.0,0.0,21.6,58.0,1024.7,804.0,302.0
2015-04-22,9.5,5.6,13.7,0.0,0.0,11.5,36.0,1024.7,192.0,316.0
2015-04-23,12.2,3.9,19.0,0.0,0.0,11.9,33.1,1018.2,804.0,264.0
2015-04-24,14.5,6.3,21.1,0.0,0.0,9.4,37.8,1012.8,726.0,241.0
2015-04-25,16.3,9.2,23.4,1.1,0.0,12.6,41.0,1008.3,426.0,203.0
2015-04-26,14.0,8.4,18.5,0.9,0.0,8.6,32.0,1007.1,174.0,226.0
2015-04-27,10.2,7.0,14.8,2.1,0.0,13.7,45.4,1004.5,18.0,19.0
2015-04-28,7.9,5.3,11.2,2.6,0.0,14.4,35.3,1012.7,60.0,312.0
2015-04-29,9.1,3.0,14.2,0.0,0.0,12.6,29.5,1020.2,696.0,234.0
2015-04-30,10.6,5.8,17.0,12.3,0.0,12.6,67.0,1013.3,276.0,185.0
2015-05-01,9.8,5.3,14.5,0.0,0.0,14.4,38.2,1008.1,540.0,266.0
2015-05-02,9.3,3.5,15.0,0.0,0.0,9.0,33.5,1012.0,474.0,287.0
2015-05-03,13.3,3.1,19.8,6.0,0.0,12.6,38.2,1009.8,624.0,125.0
2015-05-04,17.8,13.6,22.9,0.0,0.0,14.0,43.6,1008.4,606.0,220.0
2015-05-05,19.0,13.9,24.3,0.0,0.0,14.8,62.3,1005.6,114.0,149.0
2015-05-06,16.0,9.4,21.5,0.0,0.0,13.3,48.2,1012.4,402.0,218.0
2015-05-07,13.1,7.8,17.8,0.0,0.0,17.3,55.1,1016.8,504.0,257.0
2015-05-08,13.5,6.6,18.7,0.0,0.0,9.0,29.2,1018.2,210.0,142.0
2015-05-09,16.2,11.3,21.8,0.1,0.0,10.8,54.0,1015.7,324.0,161.0
2015-05-10,11.5,6.4,13.7,0.0,0.0,20.2,54.4,1023.9,162.0,274.0
2015-05-11,14.0,4.1,21.2,0.0,0.0,10.1,31.7,1026.1,690.0,160.0
2015-05-12,18.4,10.0,27.6,7.1,0.0,16.2,68.4,1015.9,390.0,182.0
2015-05-13,13.4,8.2,18.2,0.0,0.0,18.4,44.6,1016.2,474.0,270.0
2015-05-14,10.2,6.1,13.1,0.0,0.0,14.4,34.9,1012.8,96.0,292.0
2015-05-15,11.4,4.5,17.0,0.0,0.0,9.7,32.8,1016.1,738.0,302.0
2015-05-16,11.3,5.4,16.7,0.7,0.0,13.7,43.2,1019.8,336.0,257.0
2015-05-17,11.4,6.9,16.6,0.0,0.0,19.1,52.2,1021.4,420.0,275.0
2015-05-18,14.8,6.8,21.2,0.0,0.0,7.9,26.6,1011.6,372.0,167.0
2015-05-19,15.4,9.9,19.8,0.0,0.0,12.6,36.4,1006.1,384.0,248.0
2015-05-20,13.7,8.6,17.1,0.0,0.0,8.3,28.4,1013.2,12.0,293.0
2015-05-21,12.7,7.2,17.4,0.0,0.0,12.2,36.7,1022.8,474.0,300.0
2015-05-22,14.5,6.2,20.3,0.0,0.0,6.5,31.3,1024.8,498.0,232.0
2015-05-23,15.8,8.5,20.9,0.0,0.0,11.5,33.1,1019.7,162.0,300.0
2015-05-24,14.3,6.0,21.8,0.0,0.0,5.0,20.2,1019.2,840.0,356.0
2015-05-25,16.5,10.3,23.5,0.0,0.0,12.2,43.9,1012.8,420.0,257.0
2015-05-26,13.0,9.0,16.5,0.0,0.0,17.3,38.5,1016.1,294.0,313.0
2015-05-27,11.3,6.9,15.1,0.0,0.0,17.3,44.6,1020.5,132.0,295.0
2015-05-28,13.8,7.0,21.1,0.4,0.0,14.8,52.9,1014.7,312.0,218.0
2015-05-29,15.7,10.5,19.8,1.5,0.0,9.0,30.6,1011.1,384.0,227.0
2015-05-30,13.1,8.4,17.9,0.6,0.0,18.4,57.2,1011.5,462.0,258.0
2015-05-31,15.5,5.9,22.6,0.0,0.0,13.7,40.3,1014.7,558.0,206.0
2015-06-01,14.4,10.8,18.7,4.1,0.0,10.4,45.7,1015.4,12.0,224.0
2015-06-02,18.6,11.3,24.7,0.0,0.0,18.4,50.8,1013.9,486.0,197.0
2015-06-03,19.2,11.2,23.4,0.0,0.0,20.2,55.4,1018.8,534.0,259.0
2015-06-04,16.3,9.0,22.3,0.0,0.0,8.6,27.4,1028.5,900.0,342.0
2015-06-05,21.3,10.6,29.3,0.0,0.0,14.0,34.6,1023.5,930.0,119.0
2015-06-06,24.1,17.2,31.9,0.0,0.0,16.2,42.5,1020.0,624.0,215.0
2015-06-07,18.7,14.4,23.8,0.0,0.0,10.8,32.0,1027.4,540.0,352.0
2015-06-08,15.9,11.2,20.9,0.0,0.0,15.5,31.3,1027.3,564.0,17.0
2015-06-09,15.1,9.0,20.2,0.0,0.0,11.5,33.8,1027.5,492.0,40.0
2015-06-10,16.9,11.9,21.4,0.0,0.0,9.0,28.4,1026.8,300.0,27.0
2015-06-11,18.8,9.8,24.9,0.2,0.0,7.2,24.8,1021.8,834.0,57.0
2015-06-12,20.8,13.9,26.4,0.0,0.0,9.4,27.0,1013.9,666.0,82.0
2015-06-13,22.0,15.5,31.7,20.2,0.0,11.2,52.6,1008.7,438.0,126.0
2015-06-14,18.2,15.1,21.2,0.0,0.0,14.0,38.2,1010.1,438.0,283.0
2015-06-15,15.0,10.0,19.0,0.0,0.0,4.5,,1013.4,720.0,286.0
2015-06-16,12.0,6.8,15.8,0.0,0.0,5.3,37.1,1018.6,132.0,29.0
2015-06-17,15.7,7.3,22.0,1.4,0.0,9.7,29.9,1021.7,708.0,283.0
2015-06-18,15.8,12.4,21.4,0.0,0.0,15.8,46.4,1012.8,102.0,265.0
2015-06-19,13.5,11.3,18.1,1.3,0.0,18.7,59.8,1013.6,168.0,277.0
2015-06-20,13.4,11.0,16.9,1.0,0.0,15.8,40.3,1015.6,168.0,281.0
2015-06-21,15.0,11.3,19.7,0.3,0.0,12.6,31.0,1015.7,300.0,268.0
2015-06-22,14.9,12.2,18.6,3.7,0.0,10.1,33.1,1008.4,78.0,211.0
2015-06-23,11.8,10.7,13.4,9.1,0.0,12.2,35.3,1007.8,6.0,252.0
2015-06-24,13.1,10.3,16.5,0.1,0.0,14.0,38.2,1019.3,72.0,257.0
2015-06-25,18.0,11.6,23.9,0.0,0.0,9.4,29.2,1022.3,414.0,245.0
2015-06-26,19.1,15.7,23.7,0.9,0.0,6.5,24.5,1019.1,162.0,253.0
2015-06-27,18.8,15.9,23.6,7.7,0.0,8.3,32.8,1015.0,36.0,217.0
2015-06-28,17.7,14.0,22.6,0.2,0.0,13.7,32.8,1020.5,456.0,293.0
2015-06-29,21.1,15.3,27.5,0.0,0.0,9.0,26.3,1020.4,432.0,246.0
2015-06-30,21.1,16.1,25.7,0.0,0.0,11.9,33.1,1021.9,738.0,350.0
2015-07-01,21.1,13.4,26.8,0.0,0.0,10.8,29.5,1024.1,930.0,70.0
2015-07-02,24.0,16.3,30.5,0.0,0.0,15.5,37.4,1024.9,930.0,95.0
2015-07-03,27.0,17.8,34.6,0.0,0.0,10.8,36.4,1024.2,810.0,110.0
2015-07-04,30.1,21.5,37.8,0.8,0.0,8.3,36.7,1019.9,762.0,136.0
2015-07-05,28.9,20.8,36.6,10.6,0.0,10.4,63.7,1015.6,498.0,8.0
2015-07-06,21.9,16.9,25.8,0.0,0.0,16.2,43.9,1018.0,510.0,277.0
2015-07-07,23.9,14.8,32.6,4.2,0.0,8.6,61.6,1011.6,828.0,205.0
2015-07-08,19.7,17.1,23.2,8.1,0.0,19.1,53.3,1006.8,276.0,244.0
2015-07-09,15.7,12.4,18.6,0.9,0.0,23.4,65.9,1013.6,342.0,270.0
2015-07-10,15.3,11.5,20.1,0.0,0.0,22.7,48.6,1020.1,420.0,285.0
2015-07-11,17.6,10.1,22.6,0.0,0.0,6.8,24.5,1018.1,522.0,293.0
2015-07-12,18.4,13.4,25.7,3.3,0.0,11.2,43.6,1015.4,90.0,211.0
2015-07-13,17.2,15.2,21.7,11.1,0.0,14.4,41.4,1014.3,66.0,263.0
2015-07-14,17.4,15.4,21.0,3.9,0.0,7.9,34.2,1013.7,12.0,278.0
2015-07-15,19.0,15.1,23.2,0.1,0.0,11.5,31.7,1018.5,540.0,287.0
2015-07-16,21.0,16.0,26.3,0.0,0.0,8.6,33.1,1018.1,474.0,306.0
2015-07-17,24.4,15.4,32.2,0.0,0.0,7.6,24.5,1014.6,642.0,120.0
2015-07-18,23.1,18.0,27.1,0.1,0.0,12.2,39.6,1014.2,588.0,299.0
2015-07-19,18.2,15.4,22.2,12.7,0.0,13.3,46.4,1010.6,150.0,351.0
2015-07-20,19.6,14.8,24.8,0.3,0.0,15.5,41.8,1013.1,780.0,274.0
2015-07-21,23.2,17.6,28.8,1.3,0.0,12.2,47.9,1012.7,456.0,233.0
2015-07-22,24.6,18.5,30.1,5.4,0.0,9.0,28.4,1013.1,378.0,294.0
2015-07-23,20.5,15.8,25.1,0.0,0.0,14.4,33.1,1014.9,498.0,293.0
2015-07-24,20.7,14.8,26.5,0.2,0.0,10.1,26.3,1014.4,576.0,78.0
2015-07-25,21.7,13.1,28.7,1.2,0.0,20.5,67.7,1003.2,366.0,192.0
2015-07-26,16.8,13.1,21.6,0.0,0.0,19.4,53.3,1010.7,462.0,252.0
2015-07-27,17.3,13.8,22.4,2.1,0.0,12.6,39.2,1003.3,102.0,182.0
2015-07-28,17.5,15.0,20.9,0.4,0.0,16.6,47.2,1004.2,204.0,233.0
2015-07-29,16.7,13.4,21.7,0.0,0.0,16.6,58.3,1006.5,486.0,242.0
2015-07-30,16.0,12.7,20.2,0.4,0.0,20.9,53.3,1011.0,210.0,253.0
2015-07-31,14.9,8.7,20.5,0.0,0.0,13.7,36.7,1018.5,276.0,286.0
2015-08-01,18.3,7.8,26.8,0.0,0.0,8.6,29.5,1018.0,708.0,85.0
2015-08-02,22.9,14.4,30.5,0.0,0.0,9.4,27.0,1018.9,804.0,13.0
2015-08-03,24.6,14.7,32.9,0.0,0.0,7.2,26.3,1018.5,834.0,83.0
2015-08-04,26.7,17.9,35.1,0.9,0.0,13.3,64.1,1013.5,732.0,133.0
2015-08-05,21.4,17.5,26.7,0.0,0.0,10.8,29.5,1018.6,486.0,300.0
2015-08-06,26.2,16.4,35.0,0.0,0.0,8.6,29.9,1016.5,810.0,116.0
2015-08-07,28.6,19.4,38.0,0.0,0.0,9.4,33.8,1016.1,444.0,101.0
2015-08-08,25.4,19.8,34.0,0.0,0.0,17.6,47.2,1017.4,600.0,9.0
2015-08-09,22.4,17.4,29.0,0.0,0.0,15.1,34.2,1020.6,792.0,16.0
2015-08-10,25.6,17.1,33.1,0.0,0.0,12.6,32.4,1016.4,750.0,57.0
2015-08-11,27.1,20.4,34.1,0.0,0.0,12.6,38.2,1015.2,714.0,18.0
2015-08-12,23.3,18.8,29.5,0.0,0.0,15.1,35.3,1020.8,534.0,357.0
2015-08-13,24.0,18.6,30.0,0.0,0.0,17.3,34.6,1019.4,588.0,53.0
2015-08-14,27.4,19.8,34.8,0.0,0.0,18.7,43.2,1010.3,738.0,94.0
2015-08-15,25.1,20.6,31.1,0.0,0.0,11.9,52.2,1007.6,456.0,270.0
2015-08-16,22.9,19.1,30.8,6.7,0.0,8.6,42.1,1009.4,474.0,348.0
2015-08-17,23.2,19.8,27.5,0.7,0.0,14.4,43.2,1009.7,54.0,78.0
2015-08-18,19.1,16.6,20.7,0.0,0.0,10.4,24.8,1013.8,0.0,183.0
2015-08-19,18.7,15.0,24.6,0.0,0.0,9.7,28.4,1019.7,396.0,296.0
2015-08-20,19.6,11.7,26.3,0.0,0.0,7.9,30.6,1024.6,786.0,97.0
2015-08-21,20.1,12.6,27.3,0.0,0.0,7.9,27.4,1025.8,642.0,82.0
2015-08-22,20.8,13.9,27.5,0.0,0.0,9.7,40.3,1022.4,708.0,72.0
2015-08-23,20.2,14.5,26.1,1.2,0.0,14.8,42.1,1015.2,354.0,97.0
2015-08-24,21.7,16.0,28.5,7.3,0.0,13.0,33.8,1008.1,384.0,129.0
2015-08-25,18.5,15.2,22.3,0.0,0.0,14.8,46.8,1013.5,132.0,216.0
2015-08-26,20.4,13.9,26.8,0.0,0.0,11.5,40.7,1016.8,618.0,191.0
2015-08-27,21.5,16.6,28.3,9.2,0.0,11.2,36.4,1011.5,276.0,182.0
2015-08-28,17.0,14.3,20.8,0.0,0.0,10.1,31.0,1017.5,294.0,294.0
2015-08-29,18.5,11.8,25.0,0.0,0.0,4.3,23.0,1024.1,648.0,194.0
2015-08-30,22.5,14.4,31.3,0.0,0.0,7.9,35.6,1019.4,624.0,83.0
2015-08-31,27.3,18.6,35.6,0.2,0.0,6.1,28.4,1011.8,696.0,136.0
2015-09-01,22.7,15.7,29.4,1.9,0.0,15.1,46.8,1008.5,594.0,264.0
2015-09-02,16.5,11.5,21.2,0.0,0.0,13.7,34.9,1016.0,606.0,264.0
2015-09-03,15.1,10.6,19.5,0.1,0.0,6.5,20.9,1014.8,102.0,167.0
2015-09-04,15.5,10.7,20.7,0.9,0.0,8.6,40.3,1013.5,552.0,246.0
2015-09-05,14.4,11.4,19.7,3.9,0.0,19.1,61.9,1009.7,192.0,237.0
2015-09-06,13.3,11.2,18.4,4.2,0.0,23.4,63.7,1012.1,156.0,267.0
2015-09-07,13.5,10.2,18.4,0.0,0.0,16.9,38.9,1020.8,372.0,301.0
2015-09-08,14.1,8.7,20.4,0.0,0.0,14.4,51.8,1023.1,498.0,300.0
2015-09-09,13.0,7.5,18.5,0.0,0.0,11.2,36.7,1025.7,288.0,27.0
2015-09-10,13.8,9.5,20.1,7.2,0.0,11.5,56.2,1026.0,378.0,61.0
2015-09-11,13.9,11.4,16.6,0.7,0.0,13.7,29.5,1022.2,36.0,88.0
2015-09-12,16.8,11.8,23.2,0.0,0.0,11.2,29.2,1018.4,486.0,116.0
2015-09-13,19.0,14.8,24.1,0.0,0.0,12.6,30.6,1013.0,204.0,114.0
2015-09-14,17.7,14.1,22.0,2.3,0.0,12.2,37.8,1005.5,294.0,143.0
2015-09-15,15.9,12.1,20.7,0.2,0.0,10.8,40.7,1008.9,402.0,198.0
2015-09-16,17.4,9.5,25.0,1.5,0.0,10.1,36.4,1003.4,228.0,145.0
2015-09-17,19.1,14.0,25.7,4.1,0.0,13.3,38.9,1002.7,222.0,202.0
2015-09-18,15.9,11.5,20.8,0.0,0.0,11.2,31.0,1016.1,438.0,223.0
2015-09-19,15.2,10.4,21.2,1.1,0.0,9.4,31.3,1020.4,396.0,217.0
2015-09-20,12.8,10.4,16.8,2.8,0.0,15.5,49.0,1019.9,198.0,274.0
2015-09-21,12.9,9.4,17.1,0.0,0.0,10.4,29.9,1016.0,252.0,258.0
2015-09-22,14.9,10.4,20.1,0.8,0.0,10.1,31.3,1006.6,66.0,157.0
2015-09-23,13.5,10.8,17.2,0.0,0.0,7.9,24.8,1009.7,90.0,190.0
2015-09-24,13.9,8.4,19.5,0.0,0.0,8.3,31.0,1018.4,546.0,197.0
2015-09-25,13.6,9.2,19.6,0.0,0.0,7.9,24.8,1020.9,366.0,260.0
2015-09-26,12.6,7.9,18.2,0.0,0.0,10.8,31.7,1025.9,432.0,330.0
2015-09-27,11.4,6.5,17.4,0.0,0.0,8.3,26.3,1031.8,504.0,325.0
2015-09-28,11.8,5.7,19.1,0.0,0.0,9.7,34.2,1036.6,558.0,347.0
2015-09-29,11.2,5.3,17.8,0.0,0.0,11.2,32.4,1038.5,498.0,39.0
2015-09-30,11.4,5.4,16.7,0.0,0.0,9.0,27.7,1037.0,450.0,64.0
2015-10-01,10.4,3.9,18.0,0.0,0.0,4.0,20.2,1033.3,630.0,105.0
2015-10-02,10.9,3.1,20.3,0.0,0.0,4.0,15.5,1027.0,570.0,185.0
2015-10-03,13.4,4.8,20.5,0.0,0.0,6.8,23.4,1017.1,624.0,104.0
2015-10-04,15.2,10.9,20.6,0.0,0.0,8.3,27.7,1015.2,330.0,249.0
2015-10-05,13.6,7.5,19.9,0.0,0.0,7.2,26.3,1016.5,564.0,124.0
2015-10-06,14.2,10.4,17.3,0.0,0.0,15.5,34.9,1011.0,0.0,102.0
2015-10-07,12.9,8.9,14.7,10.3,0.0,18.0,37.8,1013.7,0.0,105.0
2015-10-08,7.8,6.9,8.8,10.6,0.0,6.8,22.0,1019.7,0.0,83.0
2015-10-09,8.7,5.2,12.0,0.0,0.0,11.2,27.0,1023.4,84.0,73.0
2015-10-10,6.2,2.4,10.7,0.0,0.0,17.6,37.1,1024.5,600.0,78.0
2015-10-11,4.9,0.8,9.6,0.0,0.0,18.0,43.2,1024.2,600.0,78.0
2015-10-12,4.4,0.0,9.1,0.0,0.0,16.6,37.8,1023.6,582.0,82.0
2015-10-13,4.1,3.5,5.1,0.0,0.0,11.9,26.6,1021.3,0.0,77.0
2015-10-14,5.3,3.4,7.2,8.7,0.0,15.8,34.9,1020.0,0.0,74.0
2015-10-15,6.6,5.5,7.3,11.8,0.0,17.3,36.0,1017.4,0.0,75.0
2015-10-16,8.0,7.2,9.2,12.3,0.0,5.8,17.3,1016.7,0.0,83.0
2015-10-17,8.3,7.6,9.1,0.0,0.0,6.5,17.6,1018.5,0.0,265.0
